Graphics Designer,https://www.rozee.pk/synergy-creativity-printing-company-graphics-designer-karachi-lahore-multan-vehari-jobs-1559954?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559954&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Synergy Creativity Printing Company,//www.rozee.pk/jobs-in-,Multiple Cities,"PKR. 30,000 - 50,000/Month",25 views,Posted 3 hours ago,Null,"Fluent in English,Adobe Photoshop,Adobe Illustrator,Website Creation",Packaging,Creative Design,1 Post,First Shift (Day),Full Time/Permanent,"Karachi, Lahore, Multan, Vehari",No Preference,Matriculation/O-Level,Experienced Professional,2 Years,"Jan 27, 2025","Dec 26, 2024"
Sales / Marketing Expert,https://www.rozee.pk/mss-consultancy-sales-marketing-expert-lahore-jobs-1559958?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559958&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,MSS Consultancy,//www.rozee.pk/company/mss-consultancy,Lahore,"PKR. 80,000 - 125,000/Month",13 views,Posted 2 hours ago,Null,"Sale Strategy,End to End Sales,Marketing Skills",Business Development,Marketing,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Short Course,Experienced Professional,N/A,"Jan 27, 2025","Dec 26, 2024"
Mechanic Operator - Generator,https://www.rozee.pk/gul-sons-mechanic-operator-generator-lahore-jobs-1559998?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559998&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Gul Sons,//www.rozee.pk/company/gul-sons,Lahore,"PKR. 25,000 - 60,000/Month",7 views,Posted 2 hours ago,Null,"Coordination Skills,Admin Operations Management,Communication Skills",Services,Industrial Production,5 Posts,First Shift (Day),Full Time/Permanent,Lahore,Male,Non-Matriculation,Experienced Professional,5 Years,"Jan 27, 2025","Dec 26, 2024"
Assistant General Manager Administration,https://www.rozee.pk/aa-chemical-industries-assistant-general-manager-administration-lahore-jobs-1559944?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559944&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,A&A Chemical Industries,//www.rozee.pk/company/aa-chemical-industries,Lahore,"PKR. 35,000 - 40,000/Month",50 views,Posted 3 hours ago,Null,"Problem Solving,Decision Making Skills,Communication Skills,Financial Management Skills,Negotiation Skills",Chemicals,Administration,1 Post,First Shift (Day),Full Time/Permanent,Lahore,Male,Intermediate/A-Level,Entry Level,Fresh,"Jan 26, 2025","Dec 26, 2024"
Finance Manager,https://www.rozee.pk/antpower-tech-private-ltd-finance-manager-lahore-jobs-1559654?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559654&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Antpower Tech Private Ltd,//www.rozee.pk/company/antpower-tech-private-ltd,Lahore,"PKR. 90,000 - 100,000/Month",187 views,Posted 2 days ago,Null,"Financial Analysis,Financial Statement Analysis,Financial and Budgeting Skills,Communication Skills,Financial Accounting",Information Technology,"Accounts, Finance & Financial Services",3 Posts,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,N/A,"Jan 25, 2025","Dec 24, 2024"
Marketplace Specialist,https://www.rozee.pk/caprican-homeware-solutions-marketplace-specialist-islamabad-karachi-lahore-peshawar-quetta-rawalpindi-jobs-1559948?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559948&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Caprican Homeware Solutions,//www.rozee.pk/company/caprican-homeware-solutions,Multiple Cities,"PKR. 60,000 - 100,000/Month",48 views,Posted 3 hours ago,Null,"Marketplace Handling,eBay Sales,Amazon FBA Knowledge,Amazon Operations Management,Marketing Strategies",E-Commerce / E- Business,Marketing,4 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Quetta, Rawalpindi",No Preference,Short Course,Entry Level,Fresh,"Jan 03, 2025","Dec 26, 2024"
Printed Circuit Board Designer,https://www.rozee.pk/paktherm-pvt-ltd-printed-circuit-board-designer-lahore-jobs-1560022?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560022&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Paktherm (Pvt) Ltd.,//www.rozee.pk/company/paktherm-pvt-ltd,Lahore,"PKR. 40,000 - 60,000/Month",10 views,Posted 3 hours ago,Null,"Altium Design,Schematic Designing,PCB Layout Designs",Manufacturing,Software & Web Development,1 Post,First Shift (Day),Full Time/Permanent,Lahore,Male,Diploma,Experienced Professional,3 Years (Candidate must have knowledge about schematic designing and Altium software),"Jan 27, 2025","Dec 26, 2024"
Draftsman,https://www.rozee.pk/paragon-city-pvt-ltd-draftsman-lahore-jobs-1556634?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1556634&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Paragon City (Pvt.) Ltd,//www.rozee.pk/company/paragon-city-pvt-ltd,Lahore,"PKR. 45,000 - 50,000/Month",197 views,Posted 3 hours ago,Null,"3D Creative Skills,3D Models Command,Construction Skills,Layout Drawing,AutoCAD Design Software",Real Estate/Property,Architects & Construction,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Diploma,Experienced Professional,N/A,"Jan 16, 2025","Dec 26, 2024"
Sales Executive,https://www.rozee.pk/engi-plastic-pvt-ltd-sales-executive-lahore-jobs-1556472?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1556472&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Engi Plastic Pvt Ltd,//www.rozee.pk/company/engi-plastic-pvt-ltd1,Lahore,"PKR. 50,000 - 60,000/Month",189 views,Posted 3 hours ago,Null,"Sales Management,Market Knowledge,End to End Sales",Manufacturing,Sales & Business Development,3 Posts,First Shift (Day),Full Time/Permanent,Lahore,Male,Masters,Experienced Professional,5 Years (Minimum experience of 05 years related to Beverages product),"Jan 15, 2025","Dec 26, 2024"
Quality Control Executive -  Painting,https://www.rozee.pk/al-hadi-placement-services-quality-control-executive-painting-islamabad-lahore-rawalpindi-abbottabad-attock-swabi-jobs-1559902?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559902&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,N/A,19 views,Posted 3 hours ago,Null,"Coating Procedures,Inspection Activities,Communication Skills",Recruitment / Employment Firms,Quality Control,20 Posts,First Shift (Day),Contract,"Islamabad, Lahore, Rawalpindi, Abbottabad, Attock, Swabi",Male,Bachelors,Experienced Professional,4 Years,"Jan 26, 2025","Dec 26, 2024"
Lamination Machine Operator,https://www.rozee.pk/al-hadi-placement-services-laminator-islamabad-faisalabad-lahore-rawalpindi-abbottabad-attock-muzaffarabad-taxila-jobs-1560002?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560002&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 150,000 - 250,000/Month",27 views,Posted 3 hours ago,Null,"Wood Bonding,Operating Laminating Machines,Laminate Flooring",Recruitment / Employment Firms,Maintenance/Repair,18 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Lahore, Rawalpindi, Abbottabad, Attock, Muzaffarabad, Taxila",Male,Diploma,Experienced Professional,4 Years,"Jan 27, 2025","Dec 26, 2024"
Area Sales Supervisor,https://www.rozee.pk/cravy-fries-area-sales-supervisor-lahore-jobs-1557900?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557900&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Cravy Fries,//www.rozee.pk/company/cravy-fries,Lahore,"PKR. 70,000 - 90,000/Month",105 views,"Posted Dec 19, 2024",Null,"Communication Skills,End to End Sales,Retail Sales,Sales Management",Food & Beverages,Sales & Business Development,2 Posts,First Shift (Day),Full Time/Permanent,Lahore,Male,Bachelors,Experienced Professional,N/A,"Jan 06, 2025","Dec 19, 2024"
Sales Supervisor,https://www.rozee.pk/cravy-fries-sales-supervisor-lahore-jobs-1557904?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557904&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Cravy Fries,//www.rozee.pk/company/cravy-fries,Lahore,"PKR. 45,000 - 50,000/Month",141 views,"Posted Dec 19, 2024",Null,"Sales Management,Communication Skills,End to End Sales",Food & Beverages,Sales & Business Development,4 Posts,First Shift (Day),Full Time/Permanent,Lahore,Male,N/A,Entry Level,N/A,"Jan 20, 2025","Dec 19, 2024"
Business Development Executive,https://www.rozee.pk/penta-squad-business-development-executive-lahore-jobs-1558760?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558760&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Penta Squad,//www.rozee.pk/company/penta-squad,Lahore,"PKR. 90,000 - 125,000/Month",86 views,Posted 3 days ago,Null,"Lead Generation,Communication Skills,Business Development Strategies",Information Technology,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,2 Years,"Jan 23, 2025","Dec 23, 2024"
Phone Banking Officer - (Third Party Contract),https://www.rozee.pk/habib-bank-limited-hbl-phone-banking-officer-third-party-contract-karachi-lahore-jobs-1480934?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1480934&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Habib Bank Limited (HBL),//www.rozee.pk/company/habib-bank-limited,Multiple Cities,"PKR. 30,000 - 35,000/Month",65827 views,Posted 3 hours ago,Null,"Organized and Multitasking,End  to End Sales,Forms of Writing",Banking/Financial Services,Client Services & Customer Support,15 Posts,Rotating,Contract,"Karachi, Lahore",Male,Bachelors,Entry Level,N/A,"Mar 24, 2025","Dec 26, 2024"
Commercial Processing Manager,https://www.rozee.pk/khurshid-textile-mills-commercial-processing-manager-lahore-jobs-1559976?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559976&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Khurshid Textile Mills,//www.rozee.pk/company/khurshid-textile-mills,Lahore,"PKR. 80,000 - 100,000/Month",28 views,Posted 4 hours ago,Null,"Leadership Management,Conversation Analysis,Procurement Knowledge,Strong Product Knowledge,Analytical Skills",Textiles / Garments,Manufacturing,1 Post,First Shift (Day),Full Time/Permanent,Lahore,Male,Bachelors,Experienced Professional,10 Years,"Jan 27, 2025","Dec 26, 2024"
Business Development,https://www.rozee.pk/search-solution-business-development-jobs-1560058?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560058&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Search Solution,//www.rozee.pk/jobs-in-,Lahore,N/A,5 views,Posted 15 hours ago,Null,"Sales Strategy,Market Research,Lead Generation,Negotiation,Communication,Networking,Fiverr,Upwork",N/A,N/A,1 Post,N/A,Full Time/Permanent,Lahore,No Preference,N/A,N/A,2 Years,"Jan 27, 2025","Dec 26, 2024"
Sales / Marketing Specialist,https://www.rozee.pk/astramd-sales-marketing-specialist-islamabad-karachi-lahore-peshawar-rawalpindi-abbottabad-jobs-1551828?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1551828&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Astra MD,//www.rozee.pk/company/astra-md,Multiple Cities,"PKR. 70,000 - 125,000/Month",656 views,"Posted Dec 02, 2024",Null,"Negotiation Skills,Time Management Skills,Telemarketing  Skills,Fluent in English,Presentation Skills,Communication Skills,Digital Marketing Insight,CRM Tools",Information Technology,Marketing,2 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Rawalpindi, Abbottabad",No Preference,Bachelors,Experienced Professional,2 Years,"Jan 02, 2025","Dec 02, 2024"
Executive Accounts (Budgeting & Planning),https://www.rozee.pk/interwood-mobel-pvt-limited-executive-accounts-budgeting-planning-jobs-1560006?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560006&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Interwood Mobel Pvt Limited,//www.rozee.pk/company/interwood-mobel-pvt-limited-2,Lahore,N/A,23 views,Posted 15 hours ago,Null,"Planning and Budgeting,Communication Skills,Technical Skills",N/A,N/A,1 Post,N/A,Full Time/Permanent,Lahore,No Preference,N/A,N/A,2 Years,"Jan 27, 2025","Dec 26, 2024"
Web Developer,https://www.rozee.pk/terramed-web-developer-lahore-jobs-1559830?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559830&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Terramed,//www.rozee.pk/company/terramed,Lahore,"PKR. 40,000 - 60,000/Month",48 views,Posted 16 hours ago,Null,"CakePHP,Codeigniter,CorePHP,Web Solutions",Call Center,Software & Web Development,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Guest Relation Officer,https://www.rozee.pk/wasabi-and-company-guest-relation-officer-lahore-jobs-1560122?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560122&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Wasabi and Company,//www.rozee.pk/company/wasabi-and-company,Lahore,"PKR. 35,000 - 70,000/Month",11 views,Posted 14 minutes ago,Null,"Problem Solving,Communication Skills,Fluent in English,Guest Service Management",Hospitality,Client Services & Customer Support,4 Posts,First Shift (Day),Full Time/Permanent,Lahore,Female,Bachelors,Experienced Professional,N/A,"Jan 27, 2025","Dec 26, 2024"
Unit Manager,https://www.rozee.pk/pizza-online-unit-manager-lahore-jobs-1560128?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560128&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Pizza Online,//www.rozee.pk/company/pizza-online,Lahore,"PKR. 150,000 - 200,000/Month",3 views,Posted 12 minutes ago,Null,"Business Development Strategies,Sales Management,Analytical Skills,Restaurant Management Skills",Food & Beverages,Operations,1 Post,First Shift (Day),Full Time/Permanent,Lahore,Male,Bachelors,Experienced Professional,7 Years,"Jan 06, 2025","Dec 26, 2024"
Sales Manager,https://www.rozee.pk/tigfox-power-private-limited-sales-manager-lahore-jobs-1560134?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560134&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Tigfox Power Private Limited,//www.rozee.pk/company/tigfox-power-private-limited,Lahore,"PKR. 80,000 - 1,000,001/Month",3 views,Posted 10 minutes ago,Null,"Sales Management,Communication Skills,End to End Sales",Power / Energy,Sales & Business Development,10 Posts,Hybrid Work Model,Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,2 Years,"Jan 27, 2025","Dec 26, 2024"
Marketing Executive,https://www.rozee.pk/pizza-online-marketing-executive-lahore-jobs-1560110?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560110&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Pizza Online,//www.rozee.pk/company/pizza-online,Lahore,"PKR. 50,000 - 125,000/Month",4 views,Posted 20 minutes ago,Null,"Marketing Strategies,Digital Marketing Analysis,Digital Marketing Management",Food & Beverages,Marketing,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,2 Years,"Jan 06, 2025","Dec 26, 2024"
Import Executive,https://www.rozee.pk/kale-import-executive-lahore-jobs-1560112?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560112&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Kale,//www.rozee.pk/company/kale,Lahore,"PKR. 70,000 - 80,000/Month",4 views,Posted 18 minutes ago,Null,"Communication Skills,Negotiation Skills,Import Operations Handling",Construction / Cement / Metals,Import & Export,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,N/A,"Jan 27, 2025","Dec 26, 2024"
