Sales Consultant / Manager,https://www.rozee.pk/efu-life-assurance-ltd-sales-consultant-manager-karachi-lahore-rawalpindi-abbottabad-attock-badin-bahawalnagar-bahawalpur-dadu-dera-ismail-khan-jobs-1404391?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1404391&utm_campaign=ROZEE.PK_job_search,EFU Life Assurance Ltd,//www.rozee.pk/company/efu-life-assurance-ltd1,Multiple Cities,"PKR. 10,000 - 20,000/Month",51959 views,"Posted Dec 13, 2024",Null,"Persuasion Customer,Negotiation Skills,End-to-End Sale",Insurance / Takaful,Sales & Business Development,35+ Posts,First Shift (Day),Full Time/Permanent,"Faisalabad, Hyderabad, Karachi, Lahore, Mardan, Multan, Peshawar, Quetta, Rawalpindi, Sargodha, Sukkur, Abbottabad, Attock, Badin, Bahawalnagar, Bahawalpur, Dadu, Gujrat, Hafizabad, Jacobabad, Jhelum, Kandhkot, Khairpur, Kotri, Larkana, Mandi Bahauddin, Mansehra, Mirpur Khas, Muzaffarabad, Nawabshah, Okara, Rahimyar Khan, Sadiqabad, Sahiwal, Shikarpur, Tando Adam, Tando Allahyar, Wah Cantt, Dera Ismail Khan, Umer Kot, Hub",No Preference,Intermediate/A-Level,Entry Level,Fresh,"Mar 14, 2025","Dec 13, 2024"
Relationship Executive,https://www.rozee.pk/united-bank-limited-ubl-relationship-executive-all-cities-jobs-1465965?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1465965&utm_campaign=ROZEE.PK_job_search,United Bank Limited (UBL),//www.rozee.pk/company/united-bank-limited-ubl,All Cities,"PKR. 45,000 - 60,000/Month",364765 views,"Posted Dec 03, 2024",Null,"Relations Management,Branch Support,Relationship Building Skills,Manage Client Relationships,Client Relationship,Relationship Management",Banking/Financial Services,Client Services & Customer Support,35+ Posts,First Shift (Day),Full Time/Permanent,All Cities,No Preference,Bachelors,Entry Level,N/A,"Jan 04, 2025","Dec 03, 2024"
Junior PHP Developer,https://www.rozee.pk/anomoz-softwares-junior-php-developer-islamabad-karachi-lahore-quetta-rawalpindi-bahawalpur-rahimyar-khan-jobs-1552374?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1552374&utm_campaign=ROZEE.PK_job_search,Anomoz Softwares,//www.rozee.pk/company/anomoz-softwares,Multiple Cities,"PKR. 15,000 - 30,000/Month",681 views,"Posted Dec 03, 2024",Null,"PHP,Bootstrap,MySQL",Information Technology,Software & Web Development,3 Posts,Work from Home,Full Time/Permanent,"Islamabad, Karachi, Lahore, Quetta, Rawalpindi, Bahawalpur, Rahimyar Khan",No Preference,Bachelors,Entry Level,N/A,"Jan 04, 2025","Dec 03, 2024"
Senior Communication Block Officer,https://www.rozee.pk/micromerger-pvt-ltd-senior-communication-block-officer-bahawalpur-jobs-1552426?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1552426&utm_campaign=ROZEE.PK_job_search,MicroMerger (Pvt.) Ltd.,//www.rozee.pk/company/micromerger-pvt-ltd1,Bahawalpur,N/A,454 views,"Posted Dec 03, 2024",Null,"MS Office,Cultural Sensitivity And Contextual Awareness,Strong Organizational Skills,Negotiation Skills,Digital Literacy,Planning Skills,Interpersonal and Communication Skills,Team Management",Information Technology,Public Relations,1 Post,First Shift (Day),Contract,Bahawalpur,No Preference,Bachelors,Experienced Professional,N/A,"Jan 01, 2025","Dec 03, 2024"
Customer Service Representative,https://www.rozee.pk/united-bank-limited-ubl-customer-service-representative-all-cities-jobs-1436221?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1436221&utm_campaign=ROZEE.PK_job_search,United Bank Limited (UBL),//www.rozee.pk/company/united-bank-limited-ubl,All Cities,"PKR. 30,000 - 40,000/Month",313401 views,"Posted Dec 03, 2024",Null,"Customer Relationship Management,Persuasion Customer,Official Tasks Handling,Customer Service Skills",Banking/Financial Services,Client Services & Customer Support,30 Posts,First Shift (Day),Full Time/Permanent,All Cities,No Preference,Bachelors,Experienced Professional,N/A,"Jan 04, 2025","Dec 03, 2024"
Null,https://www.rozee.pk/albaraka-bank-pakistan-ltd-sales-champion-senior-relationship-officer-islamabad-faisalabad-gujranwala-hyderabad-karachi-lahore-mardan-multan-peshawar-quetta-jobs-1487732?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1487732&utm_campaign=ROZEE.PK_job_search,Null,Null,Null,N/A,Null,Null,Null,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Null,https://www.rozee.pk/albaraka-bank-pakistan-ltd-sales-champion-relationship-officer-islamabad-faisalabad-gujranwala-hyderabad-karachi-lahore-mardan-multan-peshawar-quetta-jobs-1487710?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1487710&utm_campaign=ROZEE.PK_job_search,Null,Null,Null,N/A,Null,Null,Null,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Null,https://www.rozee.pk/albaraka-bank-pakistan-ltd-sales-champion-relationship-manager-islamabad-faisalabad-gujranwala-hyderabad-karachi-lahore-mardan-multan-peshawar-quetta-jobs-1487742?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1487742&utm_campaign=ROZEE.PK_job_search,Null,Null,Null,N/A,Null,Null,Null,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Null,https://www.rozee.pk/albaraka-bank-pakistan-ltd-sales-champion-senior-relationship-manager-islamabad-faisalabad-gujranwala-hyderabad-karachi-lahore-mardan-multan-peshawar-quetta-jobs-1487748?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1487748&utm_campaign=ROZEE.PK_job_search,Null,Null,Null,N/A,Null,Null,Null,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Service Ambassador,https://www.rozee.pk/united-bank-limited-ubl-service-ambassador-all-cities-jobs-1342056?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1342056&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,United Bank Limited (UBL),//www.rozee.pk/company/united-bank-limited-ubl,All Cities,"PKR. 30,000 - 35,000/Month",334283 views,"Posted Nov 27, 2024",Null,"Handle Stressful Situations,Ability to Maintain Professionalism,Interpersonal Skills,Microsoft Office,End  to End Sales",Banking/Financial Services,Client Services & Customer Support,35+ Posts,First Shift (Day),Full Time/Permanent,All Cities,Female,Bachelors,Entry Level,Fresh,"Dec 28, 2024","Nov 27, 2024"
