Sales / Marketing Specialist,https://www.rozee.pk/astramd-sales-marketing-specialist-islamabad-karachi-lahore-peshawar-rawalpindi-abbottabad-jobs-1551828?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1551828&utm_campaign=ROZEE.PK_job_search,Astra MD,//www.rozee.pk/company/astra-md,Multiple Cities,"PKR. 70,000 - 125,000/Month",505 views,"Posted Dec 02, 2024",Null,"Negotiation Skills,Time Management Skills,Telemarketing  Skills,Fluent in English,Presentation Skills,Communication Skills,Digital Marketing Insight,CRM Tools",Information Technology,Marketing,2 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Rawalpindi, Abbottabad",No Preference,Bachelors,Experienced Professional,2 Years,"Jan 02, 2025","Dec 02, 2024"
Virtual Assistant - Amazon Wholesale,https://www.rozee.pk/the-assistrix-virtual-assistant-amazon-wholesale-islamabad-faisalabad-karachi-lahore-rawalpindi-jobs-1559774?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559774&utm_campaign=ROZEE.PK_job_search,The Assistrix,//www.rozee.pk/company/the-assistrix,Multiple Cities,"PKR. 20,000 - 30,000/Month",37 views,Posted 3 hours ago,Null,"Amazon FBA Knowledge,Product Hunting,Amazon Listing Creation,Competitor Analysis",E-Commerce / E- Business,Sales & Business Development,1 Post,Rotating,Full Time/Permanent,"Islamabad, Faisalabad, Karachi, Lahore, Rawalpindi",No Preference,Short Course,Entry Level,Less than 1 Year,"Jan 25, 2025","Dec 25, 2024"
CCTV Monitoring Officer,https://www.rozee.pk/shield-wise-cctv-monitoring-officer-karachi-jobs-1559822?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559822&utm_campaign=ROZEE.PK_job_search,Shield Wise,//www.rozee.pk/company/shield-wise,Karachi,"PKR. 20,000 - 25,000/Month",22 views,Posted 3 hours ago,Null,"IP CCTV Knowledge,Monitoring Skills,Energetic Skills,Equipment Maintenance",Security / Law Enforcement,Monitoring & Evaluation (M&E),2 Posts,Work from Home,Full Time/Permanent,Karachi,No Preference,Non-Matriculation,Entry Level,Fresh,"Jan 26, 2025","Dec 25, 2024"
Customer Service Representative,https://www.rozee.pk/shield-wise-customer-service-representative-karachi-jobs-1559818?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559818&utm_campaign=ROZEE.PK_job_search,Shield Wise,//www.rozee.pk/company/shield-wise,Karachi,"PKR. 25,000 - 45,000/Month",16 views,Posted 3 hours ago,Null,"Fluent in English,Communication Skills,Mathematical Knowledge",Security / Law Enforcement,Client Services & Customer Support,2 Posts,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Intermediate/A-Level,Entry Level,N/A,"Jan 26, 2025","Dec 25, 2024"
Frontend Developer,https://www.rozee.pk/ebrain-private-limited-frontend-developer-islamabad-karachi-lahore-jobs-1559900?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559900&utm_campaign=ROZEE.PK_job_search,eBrain Private Limited,//www.rozee.pk/company/ebrain-private-limited,Multiple Cities,N/A,26 views,Posted 3 hours ago,Null,"HTML5,CorePHP,CSS3,NodeJs",Information Technology,Software & Web Development,3 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore",No Preference,Bachelors,Experienced Professional,2 Years,"Jan 26, 2025","Dec 25, 2024"
Virtual Assistant - Amazon PL,https://www.rozee.pk/the-assistrix-virtual-assistant-amazon-pl-islamabad-faisalabad-karachi-lahore-rawalpindi-jobs-1559778?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559778&utm_campaign=ROZEE.PK_job_search,The Assistrix,//www.rozee.pk/company/the-assistrix,Multiple Cities,"PKR. 20,000 - 30,000/Month",17 views,Posted 3 hours ago,Null,"Keyword Research Skills,SEO,Communication Skills,Digital Marketing Analysis",E-Commerce / E- Business,Sales & Business Development,1 Post,Rotating,Full Time/Permanent,"Islamabad, Faisalabad, Karachi, Lahore, Rawalpindi",No Preference,Diploma,Entry Level,Less than 1 Year,"Jan 25, 2025","Dec 25, 2024"
Office Assistant,https://www.rozee.pk/future-view-innovation-office-assistant-islamabad-karachi-lahore-okara-jobs-1559922?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559922&utm_campaign=ROZEE.PK_job_search,Future View Innovation,//www.rozee.pk/company/future-view-innovation,Multiple Cities,"PKR. 20,000 - 35,000/Month",111 views,Posted 3 hours ago,Null,"Communication Skills,Fluent in English,Coordination Skills,Google Workspace",Artificial Intelligence (AI),"Secretarial, Clerical & Front Office",1 Post,Work from Home,Contract,"Islamabad, Karachi, Lahore, Okara",No Preference,Intermediate/A-Level,Entry Level,1 Year,"Jan 26, 2025","Dec 25, 2024"
Junior Accountant,https://www.rozee.pk/merck-group-of-builders-junior-accountant-karachi-jobs-1559914?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559914&utm_campaign=ROZEE.PK_job_search,Merck Group of Builders,//www.rozee.pk/company/merck-group-of-builders,Karachi,"PKR. 35,000 - 45,000/Month",46 views,Posted 3 hours ago,Null,"Communication Skills,Time Management,Payroll Management,Risk Compliance Management,Accounts Payments Handling,Financial Accounting,Accounts Management Skllis,Payroll Processing,Bookkeeping Knowledge,Compliance Analysis,Account Mapping",Construction / Cement / Metals,"Accounts, Finance & Financial Services",2 Posts,Hybrid Work Model,Full Time/Permanent,Karachi,Male,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Revenue / Royalties Executive,https://www.rozee.pk/prime-human-resource-services-pvt-ltd-revenue-royalties-executive-karachi-jobs-1559020?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559020&utm_campaign=ROZEE.PK_job_search,Prime Human Resource Services (Pvt) Ltd,//www.rozee.pk/company/prime-human-resource-services-pvt-ltd,Karachi,"PKR. 60,000 - 80,000/Month",196 views,Posted 7 hours ago,Null,"Coordination Skills,Communication Skills,Revenue Recognition,Revenue Analysis",Recruitment / Employment Firms,"Accounts, Finance & Financial Services",1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Bachelors,Experienced Professional,N/A,"Jan 24, 2025","Dec 25, 2024"
Immigration Consultant,https://www.rozee.pk/migration-and-investment-services-immigration-consultant-karachi-jobs-1559786?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559786&utm_campaign=ROZEE.PK_job_search,Migration and Investment Services,//www.rozee.pk/company/migration-and-investment-services,Karachi,"PKR. 50,000 - 70,000/Month",110 views,Posted 12 hours ago,Null,"Fluent in  English,Immigration Services Knowledge,End to End Sales,Mathematical Knowledge",Law Firms/Legal,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Masters,Experienced Professional,3 Years,"Jan 25, 2025","Dec 25, 2024"
