Social Media Executive,https://www.rozee.pk/elite-enterprises-social-media-executive-gujranwala-jobs-1556068?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1556068&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Elite Enterprises,//www.rozee.pk/company/elite-enterprises1,Gujranwala,"PKR. 20,000 - 25,000/Month",200 views,Posted 6 days ago,Null,"Communication Skills,Adobe Illustrator,Social Media Optimization",Construction / Cement / Metals,Marketing,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Bachelors,Entry Level,N/A,"Jan 14, 2025","Dec 20, 2024"
SEO /  Google Ads Expert,https://www.rozee.pk/uzlogic-seo-google-ads-expert-gujranwala-jobs-1558566?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558566&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Uzlogic,//www.rozee.pk/company/uzlogic,Gujranwala,"PKR. 30,000 - 50,000/Month",86 views,Posted 5 days ago,Null,"Google Analytics,SEO Submission,SEOMoz,SEO Audits,SEO Engine Ranking,Contract Closeout",Information Technology,Search Engine Optimization (SEO),2 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Short Course,Entry Level,Less than 1 Year,"Jan 22, 2025","Dec 21, 2024"
Relationship Manager SME,https://www.rozee.pk/mobilink-micro-finance-relationship-manager-sme-jobs-1558474.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558474&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mobilink Bank,//www.rozee.pk/company/mobilink-bank1,Gujranwala,N/A,199 views,Posted 6 days ago,Null,,Banking/Financial Services,N/A,1  Post,N/A,Full Time/Permanent,Gujranwala,No Preference,N/A,N/A,N/A,"Dec 28, 2024","Dec 20, 2024"
Area Sales Manager,https://www.rozee.pk/time-2-grow-pvt-ltd-area-sales-manager-gujranwala-lahore-multan-rawalpindi-okara-jobs-1558310?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558310&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Time 2 Grow Pvt Ltd,//www.rozee.pk/company/time-2-grow-pvt-ltd,Multiple Cities,"PKR. 60,000 - 100,000/Month",681 views,Posted 6 days ago,Null,"Sales Management,Retail Sales,Distribution Handling,Communication Skills",Fast Moving Consumer Goods (FMCG),Sales & Business Development,4 Posts,First Shift (Day),Contract,"Gujranwala, Lahore, Multan, Rawalpindi, Okara",No Preference,Bachelors,Experienced Professional,4 Years,"Jan 11, 2025","Dec 20, 2024"
Manager planning,https://www.rozee.pk/style-textile-manager-planning-jobs-1558556?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558556&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Style Textile,//www.rozee.pk/company/style-textile-2,Islamabad,N/A,195 views,Posted 6 days ago,Null,"Strategic Planning,Leadership,Communication,Budgeting,Analytical Thinking,Problem Solving,Decision Making,Project Management,Time Management,Negotiation",N/A,N/A,1 Post,N/A,Full Time/Permanent,"Islamabad, Faisalabad, Gujranwala, Lahore",No Preference,N/A,N/A,5 Years,"Jan 21, 2025","Dec 20, 2024"
Field Research Executive,https://www.rozee.pk/job/detail/1557738?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557738&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Null,Null,Multiple Cities,"PKR. 25,000 - 50,000/Month",561 views,"Posted Dec 18, 2024",Null,"Report Writing,Task Management,Communication Skills,Market Research",Services,Field Operations,7 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Faisalabad, Gujranwala, Lahore, Rawalpindi, Sialkot, Sahiwal",Male,Bachelors,Experienced Professional,N/A,"Jan 19, 2025","Dec 18, 2024"
Pharmacist,https://www.rozee.pk/standard-pharmacy-pharmacist-gujranwala-jobs-1558016?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558016&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Standard Pharmacy,//www.rozee.pk/company/standard-pharmacy,Gujranwala,N/A,155 views,"Posted Dec 19, 2024",Null,"Pharmaceutical Care,Pharmacy Administration,Communication Skills",Healthcare / Hospital / Medical,Health & Medicine,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Pharm-D,Experienced Professional,3 Years,"Jan 20, 2025","Dec 19, 2024"
Relationship Officer SME,https://www.rozee.pk/mobilink-micro-finance-relationship-officer-sme-jobs-1558472.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558472&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mobilink Bank,//www.rozee.pk/company/mobilink-bank1,Gujranwala,N/A,149 views,Posted 6 days ago,Null,,Banking/Financial Services,N/A,1  Post,N/A,Full Time/Permanent,Gujranwala,No Preference,N/A,N/A,N/A,"Dec 28, 2024","Dec 20, 2024"
Software Developer,https://www.rozee.pk/kairos-business-solutions-pte-ltd-software-developer-islamabad-faisalabad-gujranwala-hyderabad-karachi-lahore-multan-peshawar-jobs-1550678?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1550678&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Kairos Business Solutions Pte Ltd,//www.rozee.pk/company/kairos-business-solutions-pte-ltd,Multiple Cities,"PKR. 100,000 - 250,000/Month",411 views,"Posted Dec 18, 2024",Null,".Net,C,#MS SQL,WinForms,SSRS",Information Technology,Software & Web Development,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Faisalabad, Gujranwala, Hyderabad, Karachi, Lahore, Multan, Peshawar",No Preference,Bachelors,Experienced Professional,3 Years,"Dec 27, 2024","Dec 18, 2024"
Fashion Designer,https://www.rozee.pk/saleem-fabrics-fashion-designer-gujranwala-rawalpindi-jobs-1555056?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1555056&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Saleem Fabrics,//www.rozee.pk/company/saleem-fabrics1,Multiple Cities,N/A,199 views,"Posted Dec 11, 2024",Null,"Technical Content Production,Trend Awareness,3D Creative Skills",Fashion,Creative Design,1 Post,First Shift (Day),Full Time/Permanent,"Gujranwala, Rawalpindi",No Preference,Bachelors,Experienced Professional,N/A,"Jan 12, 2025","Dec 11, 2024"
Interior Designer,https://www.rozee.pk/saleem-fabrics-interior-designer-gujranwala-rawalpindi-jobs-1555052?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1555052&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Saleem Fabrics,//www.rozee.pk/company/saleem-fabrics1,Multiple Cities,"PKR. 50,000 - 60,000/Month",183 views,"Posted Dec 11, 2024",Null,"3D Visualization,Architectural Interior Design,Creative Design",Fashion,Creative Design,2 Posts,First Shift (Day),Full Time/Permanent,"Gujranwala, Rawalpindi",No Preference,Bachelors,Experienced Professional,N/A,"Jan 12, 2025","Dec 11, 2024"
Microsoft Excel Expert,https://www.rozee.pk/eagle-star-communication-microsoft-excel-expert-gujranwala-jobs-1557422?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557422&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Eagle Star Communication,//www.rozee.pk/company/eagle-star-communication,Gujranwala,"PKR. 25,000 - 50,000/Month",329 views,"Posted Dec 18, 2024",Null,"Microsoft Project,Microsoft Outlook,Admin Operations Management",Call Center,Data Entry,3 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Matriculation/O-Level,Entry Level,Fresh,"Jan 19, 2025","Dec 18, 2024"
Site Manager,https://www.rozee.pk/nai-zindagi-site-manager-gujranwala-jobs-1557430?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557430&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Nai Zindagi,//www.rozee.pk/company/nai-zindagi,Gujranwala,"PKR. 70,000 - 70,000/Month",355 views,"Posted Dec 18, 2024",Null,"End  to End Sales,Site Administration,Relationship Management,Time Management",N.G.O./Social Services,Field Operations,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Masters,Experienced Professional,N/A,"Jan 06, 2025","Dec 18, 2024"
Land Surveyor,https://www.rozee.pk/dawat-e-islami-trust-land-surveyor-gujranwala-jobs-1557554?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557554&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Dawat-e-Islami Trust,//www.rozee.pk/company/dawat-e-islami-trust1,Gujranwala,"PKR. 35,000 - 45,000/Month",197 views,"Posted Dec 18, 2024",Null,"Analytical Skills,AutoCAD,Data Processing",N.G.O./Social Services,Architects & Construction,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Diploma,Experienced Professional,N/A,"Jan 18, 2025","Dec 18, 2024"
Call Center Agent,https://www.rozee.pk/eagle-star-communication-call-center-agent-gujranwala-jobs-1557416?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557416&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Eagle Star Communication,//www.rozee.pk/company/eagle-star-communication,Gujranwala,"PKR. 25,000 - 150,000/Month",159 views,"Posted Dec 18, 2024",Null,"Customer Relation Building,Communication Skills,Fluent in English",Call Center,Telemarketing,20 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Intermediate/A-Level,Entry Level,Fresh,"Jan 19, 2025","Dec 18, 2024"
Call Center Agent,https://www.rozee.pk/eagle-star-communication-call-center-agent-gujranwala-jobs-1557418?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557418&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Eagle Star Communication,//www.rozee.pk/company/eagle-star-communication,Gujranwala,"PKR. 25,000 - 150,000/Month",269 views,"Posted Dec 18, 2024",Null,"Excellet Communication Skills,Communication Skills,Fluent in English",Call Center,Telemarketing,20 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Matriculation/O-Level,Entry Level,Fresh,"Jan 19, 2025","Dec 18, 2024"
Office Assistant,https://www.rozee.pk/eagle-star-communication-office-assistant-gujranwala-jobs-1557420?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557420&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Eagle Star Communication,//www.rozee.pk/company/eagle-star-communication,Gujranwala,"PKR. 25,000 - 50,000/Month",415 views,"Posted Dec 18, 2024",Null,"Admin Operations Management,Front Office Support,Communication Skills",Call Center,"Secretarial, Clerical & Front Office",3 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Matriculation/O-Level,Entry Level,Fresh,"Jan 19, 2025","Dec 18, 2024"
Sales Coordinator - Rural,https://www.rozee.pk/professional-employers-pvt-ltd-sales-coordinator-rural-gujranwala-jobs-1557294?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557294&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Professional Employers (Pvt) Ltd,//www.rozee.pk/company/professional-employers-pvt-ltd1,Gujranwala,N/A,124 views,"Posted Dec 17, 2024",Null,"Sales Management,Communication Skills,Presentation Skills",Recruitment / Employment Firms,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Bachelors,Experienced Professional,N/A,"Jan 18, 2025","Dec 17, 2024"
Assistant Manager Purchase,https://www.rozee.pk/mansoor-traders-turk-plast-assistant-manager-purchase-gujranwala-jobs-1557176?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557176&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mansoor Traders - Turk Plast,//www.rozee.pk/company/mansoor-traders-turk-plast,Gujranwala,"PKR. 50,000 - 60,000/Month",196 views,"Posted Dec 17, 2024",Null,"Supply Chain Command,Microsoft Outlook,Procurement Outsourcing,Admin Operations Management,Purchase  Management,SAP",Manufacturing,Procurement,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Bachelors,Experienced Professional,N/A,"Jan 18, 2025","Dec 17, 2024"
Franchise Sales / Business Development Executive,https://www.rozee.pk/remax-pakistan-franchise-sales-business-development-executive-faisalabad-gujranwala-lahore-multan-sialkot-okara-jobs-1560078?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560078&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,REMAX Pakistan,//www.rozee.pk/company/remax-pakistan,Multiple Cities,"PKR. 70,000 - 400,000/Month",191 views,Posted 9 hours ago,Null,"Presentation Skills,Communication Skills,Sales Growth,Business Development,Sales Management,Business Development Strategies,Marketing Strategies",Real Estate/Property,Sales & Business Development,10 Posts,First Shift (Day),Full Time/Permanent,"Faisalabad, Gujranwala, Lahore, Multan, Sialkot, Okara",No Preference,Bachelors,Entry Level,Less than 1 Year,"Jan 27, 2025","Dec 26, 2024"
Content Designer,https://www.rozee.pk/indus-home-appliances-content-designer-gujranwala-jobs-1560054?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560054&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Indus Home Appliances,//www.rozee.pk/company/indus-home-appliances,Gujranwala,"PKR. 45,000 - 70,000/Month",22 views,Posted 8 hours ago,Null,"Social Media Marketing,Adobe Illustrator,After Effects,Adobe Photoshop,Adobe Suite,Motion Graphics,Concept Planning,Campaign Management,Blender,3d Animations,Video Editing",Manufacturing,Creative Design,2 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Intermediate/A-Level,Entry Level,1 Year,"Jan 27, 2025","Dec 26, 2024"
Graphic Designer,https://www.rozee.pk/rami-fashions-graphic-designer-gujranwala-jobs-1560150?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1560150&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Rami Fashions,//www.rozee.pk/company/rami-fashions,Gujranwala,N/A,28 views,Posted 6 hours ago,Null,"Adobe Photoshop,Adobe Illustrator,Adobe Creative Suite",Apparel/Clothing,Creative Design,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Bachelors,Entry Level,1 Year,"Jan 27, 2025","Dec 26, 2024"
Plant / Production Manager,https://www.rozee.pk/used-sweden-machines-plant-production-manager-gujranwala-jobs-1559980?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559980&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Gujranwala,"PKR. 80,000 - 150,000/Month",32 views,Posted 12 hours ago,Null,"Team Management Skills,C Problem Solving,Quality Control,Production Task Handling",Manufacturing,Manufacturing,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Bachelors,Experienced Professional,4 Years,"Jan 27, 2025","Dec 26, 2024"
Machine Operator,https://www.rozee.pk/used-sweden-machines-machine-operator-gujranwala-jobs-1559988?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559988&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Gujranwala,"PKR. 40,000 - 70,000/Month",28 views,Posted 12 hours ago,Null,"Quality Control,Troubleshooting  Skills,Materials Knowledge,Machine Operations Handling",Manufacturing,Industrial Production,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Intermediate/A-Level,Experienced Professional,3 Years,"Jan 27, 2025","Dec 26, 2024"
Human Resource Manager,https://www.rozee.pk/used-sweden-machines-human-resource-manager-islamabad-gujranwala-jobs-1559990?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559990&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Multiple Cities,"PKR. 60,000 - 90,000/Month",128 views,Posted 12 hours ago,Null,"Time Management Skills,Recruitment Process Management,Business Decision Making,Workforce Management,Strategic HR Leadership,HR Policy Formulation,HR Policies Command",Manufacturing,Human Resources,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Gujranwala",No Preference,Bachelors,Experienced Professional,N/A,"Jan 27, 2025","Dec 26, 2024"
Architect Engineer,https://www.rozee.pk/al-hadi-placement-services-architect-engineer-islamabad-faisalabad-gujranwala-lahore-rawalpindi-abbottabad-attock-swabi-jobs-1559666?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559666&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 400,000/Month",136 views,Posted 2 days ago,Null,"Construction Management,Architectural Operations,Software Architecture Command",Recruitment / Employment Firms,Architects & Construction,30 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Gujranwala, Lahore, Rawalpindi, Abbottabad, Attock, Swabi",Male,Bachelors,Experienced Professional,4 Years (Preferred gulf experienced),"Jan 25, 2025","Dec 24, 2024"
Electrician,https://www.rozee.pk/used-sweden-machines-electrician-gujranwala-jobs-1559986?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559986&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Gujranwala,"PKR. 30,000 - 50,000/Month",14 views,Posted 12 hours ago,Null,"Electrical Controls Knowledge,Installation Process,Technical Project Leadership",Manufacturing,Maintenance/Repair,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Intermediate/A-Level,Experienced Professional,5 Years,"Jan 27, 2025","Dec 26, 2024"
Utility Manager,https://www.rozee.pk/used-sweden-machines-utility-manager-islamabad-gujranwala-jobs-1559984?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559984&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Multiple Cities,"PKR. 50,000 - 100,000/Month",94 views,Posted 12 hours ago,Null,"Preventive Maintenance,Problem Analysis Skills,Technical Staff Management,Expense Budget Management",Manufacturing,Distribution & Logistics,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Gujranwala",No Preference,Bachelors,Experienced Professional,3 Years,"Jan 27, 2025","Dec 26, 2024"
Mechanical Engineer - Production Admin,https://www.rozee.pk/saab-moulded-furniture-mechanical-engineer-production-admin-gujranwala-jobs-1559512?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559512&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Saab Moulded Furniture,//www.rozee.pk/company/saab-moulded-furniture,Gujranwala,"PKR. 30,000 - 40,000/Month",117 views,Posted 2 days ago,Null,"Manufacturing Operations Management,Mechanical  Skills,Mechanical Work",Manufacturing,Manufacturing,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Intermediate/A-Level,Experienced Professional,N/A,"Jan 25, 2025","Dec 24, 2024"
Store Incharge,https://www.rozee.pk/used-sweden-machines-store-incharge-islamabad-gujranwala-lahore-jobs-1559608?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559608&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Multiple Cities,"PKR. 40,000 - 100,000/Month",638 views,Posted 2 days ago,Null,"Data Analytics,Record Keeping,Inventory Control",Manufacturing,Warehousing,2 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Gujranwala, Lahore",No Preference,Intermediate/A-Level,Entry Level,1 Year,"Jan 25, 2025","Dec 24, 2024"
Accounts Manager,https://www.rozee.pk/used-sweden-machines-accounts-manager-islamabad-gujranwala-jobs-1559632?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559632&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Used Sweden Machines,//www.rozee.pk/company/used-sweden-machines,Multiple Cities,"PKR. 50,000 - 90,000/Month",481 views,Posted 2 days ago,Null,"Accounts Administration,Accounts Software Command,Accounts Finalization,Accounts Management Skills,Accounts Production,Accounts Payments Handling",Manufacturing,"Accounts, Finance & Financial Services",1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Gujranwala",No Preference,Bachelors,Experienced Professional,N/A,"Jan 25, 2025","Dec 24, 2024"
SAP DataSphere Lead,https://www.rozee.pk/cloud-ventures-private-limited-sap-datasphere-lead-islamabad-gujranwala-karachi-lahore-rawalpindi-jobs-1559014?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559014&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Cloud Ventures Private Limited.,//www.rozee.pk/company/cloud-ventures-private-limited,Multiple Cities,"PKR. 300,000 - 800,000/Month",187 views,Posted 3 days ago,Null,"SAP Datasphere,SAP System,SAP BI,SAP Data Services",Information Technology,Software & Web Development,2 Posts,Second Shift (Afternoon),Contract,"Islamabad, Gujranwala, Karachi, Lahore, Rawalpindi",No Preference,Bachelors,Experienced Professional,5 Years,"Jan 24, 2025","Dec 23, 2024"
Admin Manager,https://www.rozee.pk/beyond-rehab-group-admin-manager-islamabad-karachi-lahore-peshawar-quetta-rawalpindi-gilgit-jobs-1558748?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558748&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Beyond Rehab Group,//www.rozee.pk/company/beyond-rehab-group,All Cities,"PKR. 100,000 - 175,000/Month",3541 views,Posted 3 days ago,Null,"Communication Skills,Admin Operations Management,Admin Management",Healthcare / Hospital / Medical,Administration,1 Post,Work from Home,Full Time/Permanent,All Cities,No Preference,Bachelors,Experienced Professional,2 Years,"Jan 23, 2025","Dec 23, 2024"
Cook,https://www.rozee.pk/al-najam-sweet-backers-cook-gujranwala-jobs-1558746?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558746&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Najam Sweet & Backers,//www.rozee.pk/company/al-najam-sweet-backers,Gujranwala,"PKR. 25,000 - 50,000/Month",53 views,Posted 3 days ago,Null,"Cooking Preparation,Cooking Menu,Vegetarian Cooking",Hotel Management / Restaurants,Hotel/Restaurant Management,2 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Non-Matriculation,Experienced Professional,N/A,"Jan 23, 2025","Dec 23, 2024"
Sales / Business Development Manager,https://www.rozee.pk/ease-international-sales-business-development-manager-all-cities-jobs-1558722?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558722&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ease International,//www.rozee.pk/company/ease-international,All Cities,N/A,1945 views,Posted 4 days ago,Null,"Sales Management,Sales Automation,Business Development Process,Coordination Skills",Business Development,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,All Cities,No Preference,Masters,Experienced Professional,N/A,"Jan 22, 2025","Dec 22, 2024"
Business Development Manager,https://www.rozee.pk/gcr-business-development-manager-gujranwala-jobs-1557020?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557020&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,GCR,//www.rozee.pk/company/gcr,Gujranwala,N/A,226 views,"Posted Dec 17, 2024",Null,"Supply Chain_Management,Communication Skills,Fluent in English,Experienced Sales Professional,Business Development Strategies",Construction / Cement / Metals,Sales & Business Development,1 Post,Work from Home,Full Time/Permanent,Gujranwala,Male,Bachelors,Experienced Professional,3 Years,"Jan 17, 2025","Dec 17, 2024"
Storekeeper,https://www.rozee.pk/abc-home-appliances-storekeeper-gujranwala-jobs-1558612?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558612&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,ABC Home Appliances,//www.rozee.pk/company/abc-home-appliances,Gujranwala,"PKR. 35,000 - 40,000/Month",304 views,Posted 5 days ago,Null,"Injection Molding Knowledge,Store Operations  Management,Store Management",Manufacturing,Warehousing,2 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Certification,Experienced Professional,5 Years,"Jan 22, 2025","Dec 21, 2024"
Junior Accountant,https://www.rozee.pk/ilyas-group-of-industries-limited-junior-accountant-gujranwala-jobs-1558592?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558592&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ilyas Group Of Industries Limited,//www.rozee.pk/company/ilyas-group-of-industries-limited,Gujranwala,"PKR. 15,000 - 20,000/Month",366 views,Posted 5 days ago,Null,"Mannual Working,Admin Operations Management,Communication Skills",Manufacturing,"Accounts, Finance & Financial Services",1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Intermediate/A-Level,Entry Level,Fresh (Accounting and finance),"Jan 22, 2025","Dec 21, 2024"
Teller,https://www.rozee.pk/ravi-group-of-companies-teller-islamabad-faisalabad-gujranwala-lahore-multan-rawalpindi-jobs-1557964?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557964&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ravi Group of Companies,//www.rozee.pk/company/ravi-group-of-companies,Multiple Cities,"PKR. 30,000 - 35,000/Month",2225 views,"Posted Dec 19, 2024",Null,"Cash Handling,Transaction Record Management,Teller Operations Handling",Banking/Financial Services,"Accounts, Finance & Financial Services",5 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Faisalabad, Gujranwala, Lahore, Multan, Rawalpindi",No Preference,Intermediate/A-Level,Experienced Professional,N/A,"Jan 02, 2025","Dec 19, 2024"
Social Media Executive,https://www.rozee.pk/elite-enterprises-social-media-executive-gujranwala-jobs-1556068?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1556068&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Elite Enterprises,//www.rozee.pk/company/elite-enterprises1,Gujranwala,"PKR. 20,000 - 25,000/Month",201 views,Posted 6 days ago,Null,"Communication Skills,Adobe Illustrator,Social Media Optimization",Construction / Cement / Metals,Marketing,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Bachelors,Entry Level,N/A,"Jan 14, 2025","Dec 20, 2024"
Sales Executive,https://www.rozee.pk/ilyas-group-of-industries-limited-sales-executive-gujranwala-jobs-1556446?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1556446&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ilyas Group Of Industries Limited,//www.rozee.pk/company/ilyas-group-of-industries-limited,Gujranwala,"PKR. 20,000 - 40,000/Month",174 views,"Posted Dec 14, 2024",Null,"Business Recovery Planning,Field Work,Sales Automation,Communication Skills",Manufacturing,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Gujranwala,Male,Bachelors,Experienced Professional,N/A,"Jan 15, 2025","Dec 14, 2024"
SEO /  Google Ads Expert,https://www.rozee.pk/uzlogic-seo-google-ads-expert-gujranwala-jobs-1558566?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558566&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Uzlogic,//www.rozee.pk/company/uzlogic,Gujranwala,"PKR. 30,000 - 50,000/Month",87 views,Posted 5 days ago,Null,"Google Analytics,SEO Submission,SEOMoz,SEO Audits,SEO Engine Ranking,Contract Closeout",Information Technology,Search Engine Optimization (SEO),2 Posts,First Shift (Day),Full Time/Permanent,Gujranwala,No Preference,Short Course,Entry Level,Less than 1 Year,"Jan 22, 2025","Dec 21, 2024"
Relationship Manager SME,https://www.rozee.pk/mobilink-micro-finance-relationship-manager-sme-jobs-1558474.php?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1558474&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Mobilink Bank,//www.rozee.pk/company/mobilink-bank1,Gujranwala,N/A,200 views,Posted 6 days ago,Null,,Banking/Financial Services,N/A,1  Post,N/A,Full Time/Permanent,Gujranwala,No Preference,N/A,N/A,N/A,"Dec 28, 2024","Dec 20, 2024"
