Business Consultant,https://www.rozee.pk/royal-phonex-technology-business-consultant-islamabad-karachi-lahore-peshawar-quetta-rawalpindi-gilgit-kashmir-jobs-1559828?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559828&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Royal Phonex Technology,//www.rozee.pk/company/royal-phonex-technology,Multiple Cities,"PKR. 450,000 - 600,000/Month",330 views,Posted Yesterday,Null,"Business Development Consultancy,Business Analysis,Business Development Process",Information Technology,Sales & Business Development,6 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Quetta, Rawalpindi, Gilgit, Kashmir",No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Logistics Management,https://www.rozee.pk/royal-phonex-technology-logistics-management-islamabad-karachi-lahore-mardan-peshawar-quetta-rawalpindi-lodhran-jobs-1559824?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559824&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Royal Phonex Technology,//www.rozee.pk/company/royal-phonex-technology,Multiple Cities,"PKR. 350,000 - 450,000/Month",776 views,Posted Yesterday,Null,"Business Decision Making,MS Excel,Logistics Management",Information Technology,Distribution & Logistics,5 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Mardan, Peshawar, Quetta, Rawalpindi, Lodhran",No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Civil Engineer,https://www.rozee.pk/al-hadi-placement-services-civil-engineer-islamabad-faisalabad-rawalpindi-abbottabad-attock-swabi-taxila-jobs-1559874?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559874&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 350,000/Month",188 views,Posted Yesterday,Null,"Multiple Projects Handling,Analytical Skills,Software Design",Recruitment / Employment Firms,Engineering,10 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Rawalpindi, Abbottabad, Attock, Swabi, Taxila",Male,Bachelors,Experienced Professional,3 Years,"Jan 26, 2025","Dec 25, 2024"
HR Manager,https://www.rozee.pk/mars-bpo-hr-manager-islamabad-rawalpindi-jobs-1559800?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559800&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,MARS BPO,//www.rozee.pk/company/mars-bpo1,Multiple Cities,N/A,190 views,Posted Yesterday,Null,"Employee Relations  Management,Employee Retention,Talent Acquisition",Call Center,Human Resources,1 Post,Third Shift (Night),Full Time/Permanent,"Islamabad, Rawalpindi",No Preference,Bachelors,Experienced Professional,5 Years,"Jan 25, 2025","Dec 25, 2024"
Assistant Sales Trainer,https://www.rozee.pk/mars-bpo-assistant-sales-trainer-islamabad-rawalpindi-jobs-1559794?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559794&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,MARS BPO,//www.rozee.pk/company/mars-bpo1,Multiple Cities,"PKR. 60,000 - 100,000/Month",100 views,Posted Yesterday,Null,"Supervision Skills,Sales Process Knowledge,Certified Trainer",Call Center,"Teachers/Education, Training & Development",10 Posts,Third Shift (Night),Full Time/Permanent,"Islamabad, Rawalpindi",No Preference,Matriculation/O-Level,Entry Level,Less than 1 Year,"Jan 25, 2025","Dec 25, 2024"
HR Coordinator,https://www.rozee.pk/mars-bpo-hr-coordinator-islamabad-rawalpindi-jobs-1559798?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559798&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,MARS BPO,//www.rozee.pk/company/mars-bpo1,Multiple Cities,"PKR. 40,000 - 50,000/Month",209 views,Posted Yesterday,Null,"Employee Relations  Management,Recruitment Management,360 Recruitment",Call Center,Human Resources,1 Post,Third Shift (Night),Full Time/Permanent,"Islamabad, Rawalpindi",No Preference,Bachelors,Entry Level,Fresh,"Jan 25, 2025","Dec 25, 2024"
Project Manager,https://www.rozee.pk/al-hadi-placement-services-project-manager-islamabad-faisalabad-rawalpindi-abbottabad-attock-swabi-taxila-kashmir-jobs-1559748?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559748&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 350,000/Month",431 views,Posted 2 days ago,Null,"Coordination of Projects,Project Plans Management,Communication Skills",Recruitment / Employment Firms,Project Management,28 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Rawalpindi, Abbottabad, Attock, Swabi, Taxila, Kashmir",No Preference,Bachelors,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Management Trainee,https://www.rozee.pk/leading-petroleum-company-management-trainee-faisalabad-karachi-lahore-rawalpindi-jobs-1559618?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559618&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Leading Petroleum Company,//www.rozee.pk/company/leading-petroleum-company,Multiple Cities,N/A,848 views,Posted 2 days ago,Null,"Time Management,Interpersonal Skills,MS Excel",Mining / Petroleum,"Teachers/Education, Training & Development",18 Posts,First Shift (Day),Full Time/Permanent,"Faisalabad, Karachi, Lahore, Rawalpindi",No Preference,Masters,Entry Level,N/A,"Jan 11, 2025","Dec 24, 2024"
Customer Sales Agent / Closer,https://www.rozee.pk/mars-bpo-customer-sales-agent-closer-islamabad-rawalpindi-jobs-1559792?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559792&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,MARS BPO,//www.rozee.pk/company/mars-bpo1,Multiple Cities,"PKR. 80,000 - 100,000/Month",57 views,Posted Yesterday,Null,"Telemarketing Skills,Fluent in English,Communication Skills",Call Center,Telemarketing,10 Posts,Third Shift (Night),Full Time/Permanent,"Islamabad, Rawalpindi",No Preference,Matriculation/O-Level,Entry Level,N/A,"Jan 25, 2025","Dec 25, 2024"
Project Planning Engineer,https://www.rozee.pk/al-hadi-placement-services-project-planning-engineer-islamabad-lahore-rawalpindi-abbottabad-attock-swabi-taxila-kashmir-jobs-1559738?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559738&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 400,000/Month",140 views,Posted 2 days ago,Null,"Project Management,Technical Skills,Cost and Resource Management",Recruitment / Employment Firms,Engineering,27 Posts,First Shift (Day),Contract,"Islamabad, Lahore, Rawalpindi, Abbottabad, Attock, Swabi, Taxila, Kashmir",Male,Bachelors,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Site Supervisor,https://www.rozee.pk/al-hadi-placement-services-site-supervisor-islamabad-faisalabad-rawalpindi-abbottabad-attock-swabi-taxila-kashmir-jobs-1559742?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559742&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 150,000 - 300,000/Month",412 views,Posted 2 days ago,Null,"Supervision Skills,Site Administration,Reporting Abilities",Recruitment / Employment Firms,Architects & Construction,10 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Rawalpindi, Abbottabad, Attock, Swabi, Taxila, Kashmir",No Preference,Intermediate/A-Level,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Google Ads Specialist,https://www.rozee.pk/white-hat-tech-google-ads-specialist-rawalpindi-jobs-1559728?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559728&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,White Hat Tech,//www.rozee.pk/company/white-hat-tech,Rawalpindi,"PKR. 19,000 - 35,000/Month",76 views,Posted 2 days ago,Null,"Google Analytics,Google Ads Words,Google Ads Planning",Information Technology,Advertising,1 Post,First Shift (Day),Full Time/Permanent,Rawalpindi,No Preference,Intermediate/A-Level,Experienced Professional,3 Years,"Jan 25, 2025","Dec 24, 2024"
Electrical Engineer,https://www.rozee.pk/al-hadi-placement-services-electrical-engineer-islamabad-lahore-rawalpindi-abbottabad-attock-swabi-taxila-kashmir-jobs-1559722?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559722&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 400,000/Month",215 views,Posted 2 days ago,Null,"Electrical Control,Troubleshooting,Risk Management",Recruitment / Employment Firms,Engineering,33 Posts,First Shift (Day),Contract,"Islamabad, Lahore, Rawalpindi, Abbottabad, Attock, Swabi, Taxila, Kashmir",No Preference,Bachelors,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Industrial Production Engineer,https://www.rozee.pk/al-hadi-placement-services-industrial-production-engineer-islamabad-lahore-rawalpindi-abbottabad-attock-swabi-taxila-kashmir-jobs-1559714?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559714&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 400,000/Month",129 views,Posted 2 days ago,Null,"Production Management,Communication Skills,Production Task Handling",Recruitment / Employment Firms,Industrial Production,30 Posts,First Shift (Day),Contract,"Islamabad, Lahore, Rawalpindi, Abbottabad, Attock, Swabi, Taxila, Kashmir",Male,Bachelors,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Structural Engineer,https://www.rozee.pk/al-hadi-placement-services-structural-engineer-islamabad-faisalabad-lahore-rawalpindi-abbottabad-attock-swabi-taxila-jobs-1559726?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559726&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 200,000 - 400,000/Month",103 views,Posted 2 days ago,Null,"Engineering Drawing,Structural Analysis,Structural Engineering",Recruitment / Employment Firms,Architects & Construction,33 Posts,First Shift (Day),Contract,"Islamabad, Faisalabad, Lahore, Rawalpindi, Abbottabad, Attock, Swabi, Taxila",No Preference,Bachelors,Experienced Professional,4 Years,"Jan 25, 2025","Dec 24, 2024"
Customer Support Representative,https://www.rozee.pk/professional-hrm-servies-customer-support-representative-rawalpindi-jobs-1559672?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559672&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Professional HRM Servies,//www.rozee.pk/company/professional-hrm-servies,Rawalpindi,"PKR. 30,000 - 35,000/Month",67 views,Posted 2 days ago,Null,"Active Listening,Communication Skills,Customer Handling",Services,Client Services & Customer Support,1 Post,First Shift (Day),Full Time/Permanent,Rawalpindi,No Preference,Bachelors,Entry Level,1 Year,"Jan 25, 2025","Dec 24, 2024"
General Manager,https://www.rozee.pk/horti-club-general-manager-islamabad-lahore-multan-rawalpindi-jobs-1559670?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559670&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Horti Club,//www.rozee.pk/company/horti-club,Multiple Cities,"PKR. 150,000 - 200,000/Month",408 views,Posted 2 days ago,Null,"Communication Skills,Relationship Management,Business Development Process",Services,Operations,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Lahore, Multan, Rawalpindi",Male,Masters,Experienced Professional,4 Years (Business Administration and Marketing),"Jan 25, 2025","Dec 24, 2024"
Customer Service Representative,https://www.rozee.pk/professional-hrm-servies-customer-service-representative-rawalpindi-jobs-1559698?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559698&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Professional HRM Servies,//www.rozee.pk/company/professional-hrm-servies,Rawalpindi,"PKR. 30,000 - 35,000/Month",124 views,Posted 2 days ago,Null,"Communication Skills,Customer Support,Listening Skills",Services,Client Services & Customer Support,1 Post,First Shift (Day),Full Time/Permanent,Rawalpindi,No Preference,Bachelors,Entry Level,1 Year,"Jan 25, 2025","Dec 24, 2024"
Driver,https://www.rozee.pk/al-hadi-placement-services-driver-islamabad-peshawar-rawalpindi-abbottabad-attock-swabi-kashmir-jobs-1559652?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559652&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Al Hadi Placement Services,//www.rozee.pk/company/al-hadi-placement-services,Multiple Cities,"PKR. 850,000+/Month",316 views,Posted 2 days ago,Null,"Traffic Signs Knowledge,Fluent in English,Arabic Communication,GPS Device Knowledge,HTV Licensee",Recruitment / Employment Firms,Distribution & Logistics,10 Posts,First Shift (Day),Contract,"Islamabad, Peshawar, Rawalpindi, Abbottabad, Attock, Swabi, Kashmir",Male,Matriculation/O-Level,Experienced Professional,5 Years,"Jan 25, 2025","Dec 24, 2024"
